Nombre|(º-º)|Plataforma|(º-º)|Año|(º-º)|Genero|(º-º)|Editorial|(º-º)|Ventas NA|(º-º)|Ventas EU|(º-º)|Ventas JP|(º-º)|Ventas Otros|(º-º)|Ventas Global
O.M.G. 26 - Our Mini Games|(º-º)|DS|(º-º)|2007|(º-º)|Puzzle|(º-º)|505 Games|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
Wangan Midnight Portable|(º-º)|PSP|(º-º)|2007|(º-º)|Racing|(º-º)|Genki|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
SimCity Societies|(º-º)|PC|(º-º)|2007|(º-º)|Simulation|(º-º)|Electronic Arts|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0,02
Bomberman Story DS|(º-º)|DS|(º-º)|2007|(º-º)|Role-Playing|(º-º)|Rising Star Games|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Backyard NFL Football|(º-º)|DS|(º-º)|2007|(º-º)|Sports|(º-º)|Atari|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
NANA: Live Staff Daiboshuu! Shoshinsha Kangei|(º-º)|DS|(º-º)|2007|(º-º)|Action|(º-º)|Konami Digital Entertainment|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Zero no Tsukaima: Shou-akuma to Harukaze no Concerto|(º-º)|PS2|(º-º)|2007|(º-º)|Adventure|(º-º)|Marvelous Interactive|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Nanatsuiro * Drops Pure!!|(º-º)|PS2|(º-º)|2007|(º-º)|Adventure|(º-º)|Media Works|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
G1 Jockey Wii|(º-º)|Wii|(º-º)|2007|(º-º)|Sports|(º-º)|Tecmo Koei|(º-º)|0|(º-º)|0,01|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Wrestle Kingdom 2: Pro Wrestling Sekai Taisen|(º-º)|PS2|(º-º)|2007|(º-º)|Fighting|(º-º)|Yuke's|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Ikki Tousen: Shining Dragon|(º-º)|PS2|(º-º)|2007|(º-º)|Role-Playing|(º-º)|Marvelous Interactive|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
DiRT|(º-º)|PC|(º-º)|2007|(º-º)|Racing|(º-º)|Codemasters|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0,02
Minna no Chizu 2|(º-º)|PSP|(º-º)|2007|(º-º)|Misc|(º-º)|Zenrin|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Test Drive Unlimited|(º-º)|PC|(º-º)|2007|(º-º)|Racing|(º-º)|Atari|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0,02
Interactive Storybook DS Series 3|(º-º)|DS|(º-º)|2007|(º-º)|Misc|(º-º)|Tommo|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
Overlord|(º-º)|PC|(º-º)|2007|(º-º)|Strategy|(º-º)|Codemasters|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0,02
Balls of Fury|(º-º)|Wii|(º-º)|2007|(º-º)|Sports|(º-º)|Zoo Digital Publishing|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
Warriors of the Lost Empire (JP sales)|(º-º)|PSP|(º-º)|2007|(º-º)|Role-Playing|(º-º)|Mercury Games|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Jissen Pachinko Hisshouhou! CR Sakura Taisen|(º-º)|PS2|(º-º)|2007|(º-º)|Misc|(º-º)|Sega|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Happiness! De-Lucks|(º-º)|PS2|(º-º)|2007|(º-º)|Adventure|(º-º)|Marvelous Interactive|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Jissen Pachi-Slot Hisshouhou! Mister Magic Neo|(º-º)|PS2|(º-º)|2007|(º-º)|Misc|(º-º)|Sega|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Disney's Meet the Robinsons|(º-º)|DS|(º-º)|2007|(º-º)|Action|(º-º)|Disney Interactive Studios|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
Legend: Hand of God|(º-º)|PC|(º-º)|2007|(º-º)|Role-Playing|(º-º)|DTP Entertainment|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0,02
The Fast and the Furious|(º-º)|PSP|(º-º)|2007|(º-º)|Racing|(º-º)|Deep Silver|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
Puyo Puyo! 15th Anniversary|(º-º)|PSP|(º-º)|2007|(º-º)|Puzzle|(º-º)|Sega|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Tengen Toppa Gurren-Lagann|(º-º)|DS|(º-º)|2007|(º-º)|Action|(º-º)|Konami Digital Entertainment|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Jinsei Game Wii|(º-º)|Wii|(º-º)|2007|(º-º)|Misc|(º-º)|Takara Tomy|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Meitantei Evangelion|(º-º)|PS2|(º-º)|2007|(º-º)|Adventure|(º-º)|Broccoli|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Spider-Man 3|(º-º)|PC|(º-º)|2007|(º-º)|Platform|(º-º)|Activision|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
Shaberu! DS Oryouri Navi: Marugoto Teikoku Hotel: Saikouhou no Ryouri-chou ga Oshieru Katei Ryouri|(º-º)|DS|(º-º)|2007|(º-º)|Misc|(º-º)|Tecmo Koei|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Super PickUps|(º-º)|PS2|(º-º)|2007|(º-º)|Racing|(º-º)|XS Games|(º-º)|0,01|(º-º)|0,01|(º-º)|0|(º-º)|0|(º-º)|0,02
Puzzle Quest: Challenge of the Warlords|(º-º)|PSP|(º-º)|2007|(º-º)|Puzzle|(º-º)|D3Publisher|(º-º)|0,01|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa|(º-º)|DS|(º-º)|2007|(º-º)|Adventure|(º-º)|Marvelous Interactive|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Hellgate: London|(º-º)|PC|(º-º)|2007|(º-º)|Role-Playing|(º-º)|Electronic Arts|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0,02
Chicken Hunter|(º-º)|DS|(º-º)|2007|(º-º)|Shooter|(º-º)|Phoenix Games|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
Pippa Funnell: Ranch Rescue|(º-º)|Wii|(º-º)|2007|(º-º)|Adventure|(º-º)|Ubisoft|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0,02
B-17: Fortress in the Sky|(º-º)|DS|(º-º)|2007|(º-º)|Simulation|(º-º)|DSI Games|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
Winning Post 7: Maximum 2007|(º-º)|PS2|(º-º)|2007|(º-º)|Sports|(º-º)|Tecmo Koei|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Worms|(º-º)|X360|(º-º)|2007|(º-º)|Strategy|(º-º)|Microsoft Game Studios|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0,02
Nervous Brickdown|(º-º)|DS|(º-º)|2007|(º-º)|Puzzle|(º-º)|Eidos Interactive|(º-º)|0|(º-º)|0,01|(º-º)|0|(º-º)|0|(º-º)|0,02
Spanish for Everyone!|(º-º)|DS|(º-º)|2007|(º-º)|Puzzle|(º-º)|Activision|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
UFO: Trilogy|(º-º)|PC|(º-º)|2007|(º-º)|Strategy|(º-º)|Unknown|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0,02
AIR|(º-º)|PSP|(º-º)|2007|(º-º)|Adventure|(º-º)|Prototype|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Katekyoo Hitman Reborn! Dream Hyper Battle!|(º-º)|PS2|(º-º)|2007|(º-º)|Fighting|(º-º)|Marvelous Interactive|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Elvandia Story|(º-º)|PS2|(º-º)|2007|(º-º)|Role-Playing|(º-º)|Spike|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Katekyoo Hitman Reborn!! Let's Ansatsu!? Nerawareta 10 Daime!|(º-º)|PS2|(º-º)|2007|(º-º)|Action|(º-º)|Marvelous Interactive|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Guitar Freaks V3 & DrumMania V3|(º-º)|PS2|(º-º)|2007|(º-º)|Simulation|(º-º)|Konami Digital Entertainment|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Snow Portable|(º-º)|PSP|(º-º)|2007|(º-º)|Adventure|(º-º)|Prototype|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Guitar Freaks & DrumMania: Masterpiece Gold|(º-º)|PS2|(º-º)|2007|(º-º)|Simulation|(º-º)|Konami Digital Entertainment|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Yu-Gi-Oh! GX: The Beginning of Destiny (JP sales)|(º-º)|PS2|(º-º)|2007|(º-º)|Strategy|(º-º)|Konami Digital Entertainment|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Garfield's Nightmare|(º-º)|DS|(º-º)|2007|(º-º)|Platform|(º-º)|Game Factory|(º-º)|0,01|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
Sega Ages 2500 Series Vol. 29: Monster World Complete Collection|(º-º)|PS2|(º-º)|2007|(º-º)|Role-Playing|(º-º)|Sega|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Arabians Lost: The Engagement on Desert|(º-º)|PS2|(º-º)|2007|(º-º)|Adventure|(º-º)|Prototype|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Gakken DS: Shin TOEIC Test Kanzen Kouryaku|(º-º)|DS|(º-º)|2007|(º-º)|Misc|(º-º)|Gakken|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Puzzle Guzzle|(º-º)|PSP|(º-º)|2007|(º-º)|Puzzle|(º-º)|DHM Interactive|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
Myth Makers: Super Kart GP|(º-º)|Wii|(º-º)|2007|(º-º)|Racing|(º-º)|Popcorn Arcade|(º-º)|0,01|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
Frisbee Disc Freestyle / Frisbee Disc Golf|(º-º)|DS|(º-º)|2007|(º-º)|Sports|(º-º)|DSI Games|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
Shounen Onmyouji: Tsubasa Yoima, Ten e Kaere|(º-º)|PS2|(º-º)|2007|(º-º)|Adventure|(º-º)|Kadokawa Shoten|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Bakumatsu Renka: Karyuu Kenshi-den|(º-º)|PS2|(º-º)|2007|(º-º)|Adventure|(º-º)|D3Publisher|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Haneru no Tobira Wii: Girigirissu|(º-º)|Wii|(º-º)|2007|(º-º)|Misc|(º-º)|Namco Bandai Games|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
NEVES|(º-º)|DS|(º-º)|2007|(º-º)|Puzzle|(º-º)|Ignition Entertainment|(º-º)|0,01|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
Balls of Fury|(º-º)|DS|(º-º)|2007|(º-º)|Sports|(º-º)|Zoo Digital Publishing|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
Kabushiki Baibai Trainer: Kabutore! Next|(º-º)|DS|(º-º)|2007|(º-º)|Simulation|(º-º)|Konami Digital Entertainment|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 9: CR Fever Captain Harlock|(º-º)|PS2|(º-º)|2007|(º-º)|Misc|(º-º)|D3Publisher|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Cabbage Patch Kids: The Patch Puppy Rescue|(º-º)|GBA|(º-º)|2007|(º-º)|Misc|(º-º)|D3Publisher|(º-º)|0,01|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
Amagoushi no Yakata|(º-º)|PS2|(º-º)|2007|(º-º)|Adventure|(º-º)|Nippon Ichi Software|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Cookie & Cream|(º-º)|DS|(º-º)|2007|(º-º)|Platform|(º-º)|505 Games|(º-º)|0,01|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
Let's Yoga!|(º-º)|DS|(º-º)|2007|(º-º)|Misc|(º-º)|Konami Digital Entertainment|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Zero no Tsukaima: Muma ga Tsumugu Yokaze no Nocturne|(º-º)|PS2|(º-º)|2007|(º-º)|Adventure|(º-º)|Marvelous Interactive|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Cube|(º-º)|PSP|(º-º)|2007|(º-º)|Puzzle|(º-º)|D3Publisher|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
Shinseiki GPX Cyber Formula: Road To The INFINITY 4|(º-º)|PS2|(º-º)|2007|(º-º)|Racing|(º-º)|Sunrise Interactive|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Sansuu Puzzle de Migaku: Gakken Otona no Shikou Sense|(º-º)|DS|(º-º)|2007|(º-º)|Misc|(º-º)|Gakken|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Gears of War|(º-º)|PC|(º-º)|2007|(º-º)|Shooter|(º-º)|Microsoft Game Studios|(º-º)|0|(º-º)|0,01|(º-º)|0|(º-º)|0|(º-º)|0,02
Densha de Go! Shinkansen EX: Sanyou Shinkansen-hen|(º-º)|Wii|(º-º)|2007|(º-º)|Simulation|(º-º)|Taito|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Let's Pilates!|(º-º)|DS|(º-º)|2007|(º-º)|Misc|(º-º)|Konami Digital Entertainment|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
Memories Off #5: Encore|(º-º)|PS2|(º-º)|2007|(º-º)|Adventure|(º-º)|CyberFront|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Busou Renkin: Youkoso Papillon Park e|(º-º)|PS2|(º-º)|2007|(º-º)|Action|(º-º)|Marvelous Interactive|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
FIFA Soccer 08|(º-º)|PC|(º-º)|2007|(º-º)|Sports|(º-º)|Electronic Arts|(º-º)|0|(º-º)|0,01|(º-º)|0|(º-º)|0|(º-º)|0,02
Zoey 101: Field Trip Fiasco|(º-º)|DS|(º-º)|2007|(º-º)|Action|(º-º)|THQ|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
Winning Post 7: Maximum 2007|(º-º)|PS3|(º-º)|2007|(º-º)|Sports|(º-º)|Tecmo Koei|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Monster Trux Offroad|(º-º)|Wii|(º-º)|2007|(º-º)|Racing|(º-º)|Popcorn Arcade|(º-º)|0,01|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
Shinkyoku Soukai Polyphonica|(º-º)|PS2|(º-º)|2007|(º-º)|Adventure|(º-º)|Prototype|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
San Goku Shi DS 2|(º-º)|DS|(º-º)|2007|(º-º)|Strategy|(º-º)|Tecmo Koei|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Enemy Territory: Quake Wars|(º-º)|PC|(º-º)|2007|(º-º)|Shooter|(º-º)|Activision|(º-º)|0,01|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
Triggerheart Exelica|(º-º)|DC|(º-º)|2007|(º-º)|Shooter|(º-º)|Warashi|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Tennis no Oji-Sama: Card Hunter|(º-º)|PS2|(º-º)|2007|(º-º)|Strategy|(º-º)|Konami Digital Entertainment|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Race Driver: Create & Race|(º-º)|DS|(º-º)|2007|(º-º)|Racing|(º-º)|Codemasters|(º-º)|0,01|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
Pippa Funnell 2: Farm Adventures|(º-º)|DS|(º-º)|2007|(º-º)|Simulation|(º-º)|Ubisoft|(º-º)|0|(º-º)|0,01|(º-º)|0|(º-º)|0|(º-º)|0,02
Pachinko Kaou: Misora Hibari|(º-º)|PS2|(º-º)|2007|(º-º)|Misc|(º-º)|Hackberry|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Drone Tactics|(º-º)|DS|(º-º)|2007|(º-º)|Strategy|(º-º)|Success|(º-º)|0,01|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
Ship Simulator 2008|(º-º)|PC|(º-º)|2007|(º-º)|Simulation|(º-º)|Lighthouse Interactive|(º-º)|0|(º-º)|0,01|(º-º)|0|(º-º)|0|(º-º)|0,02
Ouran Koukou Host Bu|(º-º)|PS2|(º-º)|2007|(º-º)|Adventure|(º-º)|Idea Factory|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Yes! Precure 5 Go Go Zenin Shu Go! Dream Festival|(º-º)|DS|(º-º)|2008|(º-º)|Action|(º-º)|Namco Bandai Games|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Warhammer Online: Age of Reckoning|(º-º)|PC|(º-º)|2008|(º-º)|Role-Playing|(º-º)|GOA|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0,02
Ikki Tousen: Eloquent Fist|(º-º)|PSP|(º-º)|2008|(º-º)|Fighting|(º-º)|Marvelous Interactive|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Pony Luv|(º-º)|DS|(º-º)|2008|(º-º)|Simulation|(º-º)|GSP|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
Vantage Master Portable|(º-º)|PSP|(º-º)|2008|(º-º)|Role-Playing|(º-º)|Falcom Corporation|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 1: Shinseiki Evangelion - Magokoro o, Kimi ni|(º-º)|DS|(º-º)|2008|(º-º)|Misc|(º-º)|D3Publisher|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Europa Universalis III Complete|(º-º)|PC|(º-º)|2008|(º-º)|Strategy|(º-º)|Paradox Interactive|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0,02
Tom Clancy's Rainbow Six: Vegas 2|(º-º)|PC|(º-º)|2008|(º-º)|Shooter|(º-º)|Ubisoft|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0,02
George of the Jungle and the Search for the Secret|(º-º)|Wii|(º-º)|2008|(º-º)|Platform|(º-º)|Ignition Entertainment|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
Mesaze!! Tsuri Master: Sekai ni Challenge! Hen|(º-º)|Wii|(º-º)|2008|(º-º)|Sports|(º-º)|Hudson Soft|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Brothers in Arms: Hell's Highway|(º-º)|PC|(º-º)|2008|(º-º)|Shooter|(º-º)|Ubisoft|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0,02
Stronghold Crusader Extreme|(º-º)|PC|(º-º)|2008|(º-º)|Strategy|(º-º)|Gamecock|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0,02
Kung Fu Panda|(º-º)|PC|(º-º)|2008|(º-º)|Action|(º-º)|Activision|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0,02
Major Dream: Major DS Dream Baseball|(º-º)|DS|(º-º)|2008|(º-º)|Sports|(º-º)|Takara Tomy|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Aria: The Origination ~Aoi Wakusei no El Cielo~|(º-º)|PS2|(º-º)|2008|(º-º)|Adventure|(º-º)|Alchemist|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Cocoto Magic Circus|(º-º)|Wii|(º-º)|2008|(º-º)|Shooter|(º-º)|Neko Entertainment|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
Line Rider 2: Unbound|(º-º)|Wii|(º-º)|2008|(º-º)|Puzzle|(º-º)|Deep Silver|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
Left 4 Dead|(º-º)|PC|(º-º)|2008|(º-º)|Shooter|(º-º)|Electronic Arts|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0,02
Kimi ga Aruji de Shitsuji ga Ore de: Oshie Nikki|(º-º)|PS2|(º-º)|2008|(º-º)|Adventure|(º-º)|Minato Station|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Kawasaki Jet Ski|(º-º)|Wii|(º-º)|2008|(º-º)|Racing|(º-º)|Metro 3D|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
Frontlines: Fuel of War|(º-º)|PC|(º-º)|2008|(º-º)|Shooter|(º-º)|THQ|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0,02
D.Gray-man: Sousha no Shikaku|(º-º)|PS2|(º-º)|2008|(º-º)|Adventure|(º-º)|Konami Digital Entertainment|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
School Days LxH|(º-º)|PS2|(º-º)|2008|(º-º)|Adventure|(º-º)|Interchannel|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Mount & Blade|(º-º)|PC|(º-º)|2008|(º-º)|Role-Playing|(º-º)|Paradox Interactive|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0,02
Mata Hari: Betrayal is only a Kiss Away|(º-º)|PC|(º-º)|2008|(º-º)|Adventure|(º-º)|DTP Entertainment|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0,02
Akai Ito DS|(º-º)|DS|(º-º)|2008|(º-º)|Adventure|(º-º)|Alchemist|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
FIFA Soccer 09|(º-º)|PC|(º-º)|2008|(º-º)|Sports|(º-º)|Electronic Arts|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0,02
So Blonde|(º-º)|PC|(º-º)|2008|(º-º)|Adventure|(º-º)|Eidos Interactive|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0,02
Koisuru Otome to Shugo no Tate: The Shield of AIGIS|(º-º)|PS2|(º-º)|2008|(º-º)|Adventure|(º-º)|Alchemist|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Casper's Scare School: Classroom Capers|(º-º)|DS|(º-º)|2008|(º-º)|Adventure|(º-º)|Blast! Entertainment Ltd|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
Tennis no Oji-Sama: Driving Smash! Side King|(º-º)|DS|(º-º)|2008|(º-º)|Sports|(º-º)|Konami Digital Entertainment|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Command & Conquer 3: Deluxe Edition|(º-º)|PC|(º-º)|2008|(º-º)|Strategy|(º-º)|Electronic Arts|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0,02
Maji de Manabu: LEC de Ukaru - DS Hishou Boki 3-Kyuu|(º-º)|DS|(º-º)|2008|(º-º)|Misc|(º-º)|Square Enix|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Spider-Man: Web of Shadows|(º-º)|PC|(º-º)|2008|(º-º)|Action|(º-º)|Activision|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0,02
World Neverland 2in1 Portable: Olerud Kingdom & Republic of Pluto|(º-º)|PSP|(º-º)|2008|(º-º)|Simulation|(º-º)|fonfun|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Motto Hayaku! Seikaku Ni! Suu Sense Keisan Ryuoku Up Training - SuuTore|(º-º)|DS|(º-º)|2008|(º-º)|Misc|(º-º)|Benesse|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Jake Hunter: Detective Chronicles|(º-º)|DS|(º-º)|2008|(º-º)|Adventure|(º-º)|Aksys Games|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
Final Approach 2: 1st Priority|(º-º)|PS2|(º-º)|2008|(º-º)|Adventure|(º-º)|Princess Soft|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
The Lord of the Rings Online: Mines of Moria|(º-º)|PC|(º-º)|2008|(º-º)|Role-Playing|(º-º)|Codemasters Online|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0,02
Commando: Steel Disaster|(º-º)|DS|(º-º)|2008|(º-º)|Shooter|(º-º)|Lexicon Entertainment|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
